,CH1
Second,Volt
5.12383e+01,1.16e+00, 
5.12529e+01,1.16e+00, 
5.12676e+01,1.16e+00, 
5.12822e+01,1.16e+00, 
5.12969e+01,1.16e+00, 
5.13115e+01,1.16e+00, 
5.13262e+01,1.16e+00, 
5.13408e+01,1.16e+00, 
5.13555e+01,1.16e+00, 
5.13701e+01,1.16e+00, 
5.13848e+01,1.16e+00, 
5.13994e+01,1.16e+00, 
5.14141e+01,1.14e+00, 
5.14287e+01,1.16e+00, 
5.14434e+01,1.16e+00, 
5.14580e+01,1.16e+00, 
5.14727e+01,1.16e+00, 
5.14873e+01,1.16e+00, 
5.15020e+01,1.16e+00, 
5.15166e+01,1.16e+00, 
5.15313e+01,1.16e+00, 
5.15459e+01,1.14e+00, 
5.15605e+01,1.14e+00, 
5.15752e+01,1.14e+00, 
5.15898e+01,1.14e+00, 
5.16045e+01,1.16e+00, 
5.16191e+01,1.16e+00, 
5.16338e+01,1.14e+00, 
5.16484e+01,1.14e+00, 
5.16631e+01,1.14e+00, 
5.16777e+01,1.14e+00, 
5.16924e+01,1.14e+00, 
5.17070e+01,1.14e+00, 
5.17217e+01,1.16e+00, 
5.17363e+01,1.16e+00, 
5.17510e+01,1.16e+00, 
5.17656e+01,1.14e+00, 
5.17803e+01,1.14e+00, 
5.17949e+01,1.14e+00, 
5.18096e+01,1.16e+00, 
5.18242e+01,1.16e+00, 
5.18389e+01,1.14e+00, 
5.18535e+01,1.14e+00, 
5.18682e+01,1.14e+00, 
5.18828e+01,1.14e+00, 
5.18975e+01,1.12e+00, 
5.19121e+01,1.12e+00, 
5.19268e+01,1.14e+00, 
5.19414e+01,1.14e+00, 
5.19561e+01,1.14e+00, 
5.19707e+01,1.14e+00, 
5.19854e+01,1.14e+00, 
5.20000e+01,1.12e+00, 
5.20146e+01,1.14e+00, 
5.20293e+01,1.12e+00, 
5.20439e+01,1.14e+00, 
5.20586e+01,1.14e+00, 
5.20732e+01,1.12e+00, 
5.20879e+01,1.12e+00, 
5.21025e+01,1.14e+00, 
5.21172e+01,1.12e+00, 
5.21318e+01,1.14e+00, 
5.21465e+01,1.12e+00, 
5.21611e+01,1.12e+00, 
5.21758e+01,1.12e+00, 
5.21904e+01,1.14e+00, 
5.22051e+01,1.14e+00, 
5.22197e+01,1.12e+00, 
5.22344e+01,1.14e+00, 
5.22490e+01,1.12e+00, 
5.22637e+01,1.12e+00, 
5.22783e+01,1.12e+00, 
5.22930e+01,1.12e+00, 
5.23076e+01,1.12e+00, 
5.23223e+01,1.14e+00, 
5.23369e+01,1.12e+00, 
5.23516e+01,1.12e+00, 
5.23662e+01,1.14e+00, 
5.23809e+01,1.12e+00, 
5.23955e+01,1.12e+00, 
5.24102e+01,1.12e+00, 
5.24248e+01,1.12e+00, 
5.24395e+01,1.12e+00, 
5.24541e+01,1.12e+00, 
5.24688e+01,1.12e+00, 
5.24834e+01,1.14e+00, 
5.24980e+01,1.12e+00, 
5.25127e+01,1.12e+00, 
5.25273e+01,1.12e+00, 
5.25420e+01,1.12e+00, 
5.25566e+01,1.12e+00, 
5.25713e+01,1.12e+00, 
5.25859e+01,1.12e+00, 
5.26006e+01,1.12e+00, 
5.26152e+01,1.12e+00, 
5.26299e+01,1.12e+00, 
5.26445e+01,1.12e+00, 
5.26592e+01,1.12e+00, 
5.26738e+01,1.12e+00, 
5.26885e+01,1.12e+00, 
5.27031e+01,1.12e+00, 
5.27178e+01,1.12e+00, 
5.27324e+01,1.12e+00, 
5.27471e+01,1.12e+00, 
5.27617e+01,1.12e+00, 
5.27764e+01,1.12e+00, 
5.27910e+01,1.12e+00, 
5.28057e+01,1.12e+00, 
5.28203e+01,1.12e+00, 
5.28350e+01,1.12e+00, 
5.28496e+01,1.12e+00, 
5.28643e+01,1.12e+00, 
5.28789e+01,1.12e+00, 
5.28936e+01,1.12e+00, 
5.29082e+01,1.12e+00, 
5.29229e+01,1.12e+00, 
5.29375e+01,1.12e+00, 
5.29521e+01,1.12e+00, 
5.29668e+01,1.12e+00, 
5.29814e+01,1.12e+00, 
5.29961e+01,1.12e+00, 
5.30107e+01,1.12e+00, 
5.30254e+01,1.12e+00, 
5.30400e+01,1.12e+00, 
5.30547e+01,1.12e+00, 
5.30693e+01,1.12e+00, 
5.30840e+01,1.12e+00, 
5.30986e+01,1.12e+00, 
5.31133e+01,1.12e+00, 
5.31279e+01,1.12e+00, 
5.31426e+01,1.12e+00, 
5.31572e+01,1.12e+00, 
5.31719e+01,1.12e+00, 
5.31865e+01,1.12e+00, 
5.32012e+01,1.12e+00, 
5.32158e+01,1.12e+00, 
5.32305e+01,1.12e+00, 
5.32451e+01,1.12e+00, 
5.32598e+01,1.12e+00, 
5.32744e+01,1.12e+00, 
5.32891e+01,1.12e+00, 
5.33037e+01,1.12e+00, 
5.33184e+01,1.10e+00, 
5.33330e+01,1.12e+00, 
5.33477e+01,1.12e+00, 
5.33623e+01,1.12e+00, 
5.33770e+01,1.12e+00, 
5.33916e+01,1.12e+00, 
5.34063e+01,1.12e+00, 
5.34209e+01,1.12e+00, 
5.34355e+01,1.12e+00, 
5.34502e+01,1.10e+00, 
5.34648e+01,1.12e+00, 
5.34795e+01,1.12e+00, 
5.34941e+01,1.12e+00, 
5.35088e+01,1.12e+00, 
5.35234e+01,1.12e+00, 
5.35381e+01,1.12e+00, 
5.35527e+01,1.12e+00, 
5.35674e+01,1.12e+00, 
5.35820e+01,1.12e+00, 
5.35967e+01,1.12e+00, 
5.36113e+01,1.10e+00, 
5.36260e+01,1.10e+00, 
5.36406e+01,1.10e+00, 
5.36553e+01,1.12e+00, 
5.36699e+01,1.10e+00, 
5.36846e+01,1.12e+00, 
5.36992e+01,1.12e+00, 
5.37139e+01,1.10e+00, 
5.37285e+01,1.10e+00, 
5.37432e+01,1.12e+00, 
5.37578e+01,1.12e+00, 
5.37725e+01,1.12e+00, 
5.37871e+01,1.10e+00, 
5.38018e+01,1.10e+00, 
5.38164e+01,1.12e+00, 
5.38311e+01,1.12e+00, 
5.38457e+01,1.10e+00, 
5.38604e+01,1.10e+00, 
5.38750e+01,1.12e+00, 
5.38896e+01,1.10e+00, 
5.39043e+01,1.10e+00, 
5.39189e+01,1.10e+00, 
5.39336e+01,1.10e+00, 
5.39482e+01,1.12e+00, 
5.39629e+01,1.10e+00, 
5.39775e+01,1.10e+00, 
5.39922e+01,1.10e+00, 
5.40068e+01,1.10e+00, 
5.40215e+01,1.10e+00, 
5.40361e+01,1.10e+00, 
5.40508e+01,1.10e+00, 
5.40654e+01,1.10e+00, 
5.40801e+01,1.10e+00, 
5.40947e+01,1.10e+00, 
5.41094e+01,1.10e+00, 
5.41240e+01,1.10e+00, 
5.41387e+01,1.10e+00, 
5.41533e+01,1.10e+00, 
5.41680e+01,1.10e+00, 
5.41826e+01,1.08e+00, 
5.41973e+01,1.10e+00, 
5.42119e+01,1.10e+00, 
5.42266e+01,1.10e+00, 
5.42412e+01,1.10e+00, 
5.42559e+01,1.08e+00, 
5.42705e+01,1.10e+00, 
5.42852e+01,1.10e+00, 
5.42998e+01,1.10e+00, 
5.43145e+01,1.10e+00, 
5.43291e+01,1.08e+00, 
5.43438e+01,1.08e+00, 
5.43584e+01,1.10e+00, 
5.43730e+01,1.10e+00, 
5.43877e+01,1.10e+00, 
5.44023e+01,1.10e+00, 
5.44170e+01,1.10e+00, 
5.44316e+01,1.08e+00, 
5.44463e+01,1.10e+00, 
5.44609e+01,1.08e+00, 
5.44756e+01,1.08e+00, 
5.44902e+01,1.10e+00, 
5.45049e+01,1.10e+00, 
5.45195e+01,1.08e+00, 
5.45342e+01,1.10e+00, 
5.45488e+01,1.10e+00, 
5.45635e+01,1.10e+00, 
5.45781e+01,1.08e+00, 
5.45928e+01,1.10e+00, 
5.46074e+01,1.08e+00, 
5.46221e+01,1.08e+00, 
5.46367e+01,1.08e+00, 
5.46514e+01,1.08e+00, 
5.46660e+01,1.08e+00, 
5.46807e+01,1.08e+00, 
5.46953e+01,1.08e+00, 
5.47100e+01,1.08e+00, 
5.47246e+01,1.08e+00, 
5.47393e+01,1.10e+00, 
5.47539e+01,1.06e+00, 
5.47686e+01,1.08e+00, 
5.47832e+01,1.08e+00, 
5.47979e+01,1.08e+00, 
5.48125e+01,1.08e+00, 
5.48271e+01,1.08e+00, 
5.48418e+01,1.08e+00, 
5.48564e+01,1.08e+00, 
5.48711e+01,1.06e+00, 
5.48857e+01,1.08e+00, 
5.49004e+01,1.08e+00, 
5.49150e+01,1.08e+00, 
5.49297e+01,1.10e+00, 
5.49443e+01,1.08e+00, 
5.49590e+01,1.08e+00, 
5.49736e+01,1.08e+00, 
5.49883e+01,1.08e+00, 
5.50029e+01,1.08e+00, 
5.50176e+01,1.08e+00, 
5.50322e+01,1.08e+00, 
5.50469e+01,1.06e+00, 
5.50615e+01,1.06e+00, 
5.50762e+01,1.08e+00, 
5.50908e+01,1.08e+00, 
5.51055e+01,1.08e+00, 
5.51201e+01,1.08e+00, 
5.51348e+01,1.06e+00, 
5.51494e+01,1.06e+00, 
5.51641e+01,1.06e+00, 
5.51787e+01,1.08e+00, 
5.51934e+01,1.08e+00, 
5.52080e+01,1.08e+00, 
5.52227e+01,1.06e+00, 
5.52373e+01,1.08e+00, 
5.52520e+01,1.06e+00, 
5.52666e+01,1.06e+00, 
5.52813e+01,1.08e+00, 
5.52959e+01,1.06e+00, 
5.53105e+01,1.06e+00, 
5.53252e+01,1.06e+00, 
5.53398e+01,1.06e+00, 
5.53545e+01,1.06e+00, 
5.53691e+01,1.06e+00, 
5.53838e+01,1.06e+00, 
5.53984e+01,1.06e+00, 
5.54131e+01,1.08e+00, 
5.54277e+01,1.06e+00, 
5.54424e+01,1.06e+00, 
5.54570e+01,1.06e+00, 
5.54717e+01,1.06e+00, 
5.54863e+01,1.06e+00, 
5.55010e+01,1.06e+00, 
5.55156e+01,1.06e+00, 
5.55303e+01,1.06e+00, 
5.55449e+01,1.06e+00, 
5.55596e+01,1.06e+00, 
5.55742e+01,1.06e+00, 
5.55889e+01,1.06e+00, 
5.56035e+01,1.06e+00, 
5.56182e+01,1.06e+00, 
5.56328e+01,1.06e+00, 
5.56475e+01,1.06e+00, 
5.56621e+01,1.06e+00, 
5.56768e+01,1.06e+00, 
5.56914e+01,1.06e+00, 
5.57061e+01,1.06e+00, 
5.57207e+01,1.06e+00, 
5.57354e+01,1.06e+00, 
5.57500e+01,1.06e+00, 
5.57646e+01,1.06e+00, 
5.57793e+01,1.04e+00, 
5.57939e+01,1.06e+00, 
5.58086e+01,1.06e+00, 
5.58232e+01,1.06e+00, 
5.58379e+01,1.06e+00, 
5.58525e+01,1.06e+00, 
5.58672e+01,1.06e+00, 
5.58818e+01,1.06e+00, 
5.58965e+01,1.06e+00, 
5.59111e+01,1.06e+00, 
5.59258e+01,1.06e+00, 
5.59404e+01,1.06e+00, 
5.59551e+01,1.04e+00, 
5.59697e+01,1.04e+00, 
5.59844e+01,1.04e+00, 
5.59990e+01,1.06e+00, 
5.60137e+01,1.06e+00, 
5.60283e+01,1.06e+00, 
5.60430e+01,1.04e+00, 
5.60576e+01,1.06e+00, 
5.60723e+01,1.04e+00, 
5.60869e+01,1.04e+00, 
5.61016e+01,1.04e+00, 
5.61162e+01,1.04e+00, 
5.61309e+01,1.06e+00, 
5.61455e+01,1.04e+00, 
5.61602e+01,1.04e+00, 
5.61748e+01,1.04e+00, 
5.61895e+01,1.04e+00, 
5.62041e+01,1.04e+00, 
5.62188e+01,1.04e+00, 
5.62334e+01,1.04e+00, 
5.62480e+01,1.04e+00, 
5.62627e+01,1.04e+00, 
5.62773e+01,1.04e+00, 
5.62920e+01,1.04e+00, 
5.63066e+01,1.04e+00, 
5.63213e+01,1.04e+00, 
5.63359e+01,1.04e+00, 
5.63506e+01,1.04e+00, 
5.63652e+01,1.04e+00, 
5.63799e+01,1.04e+00, 
5.63945e+01,1.04e+00, 
5.64092e+01,1.04e+00, 
5.64238e+01,1.04e+00, 
5.64385e+01,1.04e+00, 
5.64531e+01,1.04e+00, 
5.64678e+01,1.04e+00, 
5.64824e+01,1.04e+00, 
5.64971e+01,1.04e+00, 
5.65117e+01,1.04e+00, 
5.65264e+01,1.04e+00, 
5.65410e+01,1.04e+00, 
5.65557e+01,1.04e+00, 
5.65703e+01,1.04e+00, 
5.65850e+01,1.04e+00, 
5.65996e+01,1.04e+00, 
5.66143e+01,1.04e+00, 
5.66289e+01,1.04e+00, 
5.66436e+01,1.04e+00, 
5.66582e+01,1.04e+00, 
5.66729e+01,1.04e+00, 
5.66875e+01,1.04e+00, 
5.67021e+01,1.04e+00, 
5.67168e+01,1.04e+00, 
5.67314e+01,1.04e+00, 
5.67461e+01,1.04e+00, 
5.67607e+01,1.04e+00, 
5.67754e+01,1.04e+00, 
5.67900e+01,1.04e+00, 
5.68047e+01,1.04e+00, 
5.68193e+01,1.04e+00, 
5.68340e+01,1.04e+00, 
5.68486e+01,1.04e+00, 
5.68633e+01,1.04e+00, 
5.68779e+01,1.04e+00, 
5.68926e+01,1.04e+00, 
5.69072e+01,1.04e+00, 
5.69219e+01,1.04e+00, 
5.69365e+01,1.04e+00, 
5.69512e+01,1.04e+00, 
5.69658e+01,1.04e+00, 
5.69805e+01,1.04e+00, 
5.69951e+01,1.04e+00, 
5.70098e+01,1.04e+00, 
5.70244e+01,1.04e+00, 
5.70391e+01,1.04e+00, 
5.70537e+01,1.06e+00, 
5.70684e+01,1.04e+00, 
5.70830e+01,1.04e+00, 
5.70977e+01,1.04e+00, 
5.71123e+01,1.04e+00, 
5.71270e+01,1.04e+00, 
5.71416e+01,1.04e+00, 
5.71563e+01,1.04e+00, 
5.71709e+01,1.04e+00, 
5.71855e+01,1.04e+00, 
5.72002e+01,1.04e+00, 
5.72148e+01,1.04e+00, 
5.72295e+01,1.04e+00, 
5.72441e+01,1.04e+00, 
5.72588e+01,1.04e+00, 
5.72734e+01,1.04e+00, 
5.72881e+01,1.04e+00, 
5.73027e+01,1.04e+00, 
5.73174e+01,1.04e+00, 
5.73320e+01,1.04e+00, 
5.73467e+01,1.04e+00, 
5.73613e+01,1.02e+00, 
5.73760e+01,1.04e+00, 
5.73906e+01,1.04e+00, 
5.74053e+01,1.04e+00, 
5.74199e+01,1.02e+00, 
5.74346e+01,1.04e+00, 
5.74492e+01,1.02e+00, 
5.74639e+01,1.04e+00, 
5.74785e+01,1.04e+00, 
5.74932e+01,1.02e+00, 
5.75078e+01,1.02e+00, 
5.75225e+01,1.04e+00, 
5.75371e+01,1.02e+00, 
5.75518e+01,1.02e+00, 
5.75664e+01,1.02e+00, 
5.75811e+01,1.04e+00, 
5.75957e+01,1.02e+00, 
5.76104e+01,1.02e+00, 
5.76250e+01,1.04e+00, 
5.76396e+01,1.04e+00, 
5.76543e+01,1.04e+00, 
5.76689e+01,1.04e+00, 
5.76836e+01,1.02e+00, 
5.76982e+01,1.02e+00, 
5.77129e+01,1.02e+00, 
5.77275e+01,1.02e+00, 
5.77422e+01,1.02e+00, 
5.77568e+01,1.02e+00, 
5.77715e+01,1.02e+00, 
5.77861e+01,1.02e+00, 
5.78008e+01,1.02e+00, 
5.78154e+01,1.02e+00, 
5.78301e+01,1.02e+00, 
5.78447e+01,1.02e+00, 
5.78594e+01,1.02e+00, 
5.78740e+01,1.02e+00, 
5.78887e+01,1.02e+00, 
5.79033e+01,1.02e+00, 
5.79180e+01,1.02e+00, 
5.79326e+01,1.04e+00, 
5.79473e+01,1.02e+00, 
5.79619e+01,1.02e+00, 
5.79766e+01,1.00e+00, 
5.79912e+01,1.02e+00, 
5.80059e+01,1.02e+00, 
5.80205e+01,1.02e+00, 
5.80352e+01,1.02e+00, 
5.80498e+01,1.02e+00, 
5.80645e+01,1.02e+00, 
5.80791e+01,1.02e+00, 
5.80938e+01,1.00e+00, 
5.81084e+01,1.02e+00, 
5.81230e+01,1.02e+00, 
5.81377e+01,1.02e+00, 
5.81523e+01,1.00e+00, 
5.81670e+01,1.02e+00, 
5.81816e+01,1.02e+00, 
5.81963e+01,1.00e+00, 
5.82109e+01,1.00e+00, 
5.82256e+01,1.02e+00, 
5.82402e+01,1.00e+00, 
5.82549e+01,1.00e+00, 
5.82695e+01,1.02e+00, 
5.82842e+01,1.00e+00, 
5.82988e+01,1.02e+00, 
5.83135e+01,1.00e+00, 
5.83281e+01,1.00e+00, 
5.83428e+01,1.00e+00, 
5.83574e+01,1.02e+00, 
5.83721e+01,1.00e+00, 
5.83867e+01,1.02e+00, 
5.84014e+01,1.00e+00, 
5.84160e+01,1.00e+00, 
5.84307e+01,1.00e+00, 
5.84453e+01,1.02e+00, 
5.84600e+01,1.00e+00, 
5.84746e+01,1.00e+00, 
5.84893e+01,1.00e+00, 
5.85039e+01,1.00e+00, 
5.85186e+01,1.00e+00, 
5.85332e+01,1.00e+00, 
5.85479e+01,1.02e+00, 
5.85625e+01,1.00e+00, 
5.85771e+01,1.00e+00, 
5.85918e+01,1.00e+00, 
5.86064e+01,1.00e+00, 
5.86211e+01,1.00e+00, 
5.86357e+01,1.00e+00, 
5.86504e+01,1.00e+00, 
5.86650e+01,1.00e+00, 
5.86797e+01,1.00e+00, 
5.86943e+01,1.00e+00, 
5.87090e+01,9.80e-01, 
5.87236e+01,1.00e+00, 
5.87383e+01,9.80e-01, 
5.87529e+01,1.00e+00, 
5.87676e+01,9.80e-01, 
5.87822e+01,1.00e+00, 
5.87969e+01,9.80e-01, 
5.88115e+01,1.00e+00, 
5.88262e+01,1.00e+00, 
5.88408e+01,1.00e+00, 
5.88555e+01,9.80e-01, 
5.88701e+01,9.80e-01, 
5.88848e+01,1.00e+00, 
5.88994e+01,1.00e+00, 
5.89141e+01,1.00e+00, 
5.89287e+01,1.00e+00, 
5.89434e+01,9.80e-01, 
5.89580e+01,9.80e-01, 
5.89727e+01,9.80e-01, 
5.89873e+01,9.80e-01, 
5.90020e+01,9.80e-01, 
5.90166e+01,1.00e+00, 
5.90313e+01,1.00e+00, 
5.90459e+01,9.80e-01, 
5.90605e+01,1.00e+00, 
5.90752e+01,9.80e-01, 
5.90898e+01,9.80e-01, 
5.91045e+01,9.60e-01, 
5.91191e+01,9.80e-01, 
5.91338e+01,9.80e-01, 
5.91484e+01,9.80e-01, 
5.91631e+01,1.00e+00, 
5.91777e+01,1.00e+00, 
5.91924e+01,9.80e-01, 
5.92070e+01,9.80e-01, 
5.92217e+01,9.80e-01, 
5.92363e+01,9.80e-01, 
5.92510e+01,9.80e-01, 
5.92656e+01,9.80e-01, 
5.92803e+01,9.80e-01, 
5.92949e+01,9.80e-01, 
5.93096e+01,9.80e-01, 
5.93242e+01,1.00e+00, 
5.93389e+01,9.80e-01, 
5.93535e+01,9.80e-01, 
5.93682e+01,9.80e-01, 
5.93828e+01,9.80e-01, 
5.93975e+01,1.00e+00, 
5.94121e+01,9.80e-01, 
5.94268e+01,9.80e-01, 
5.94414e+01,9.80e-01, 
5.94561e+01,9.80e-01, 
5.94707e+01,9.80e-01, 
5.94854e+01,9.80e-01, 
5.95000e+01,9.80e-01, 
5.95146e+01,9.80e-01, 
5.95293e+01,9.80e-01, 
5.95439e+01,9.80e-01, 
5.95586e+01,9.80e-01, 
5.95732e+01,9.80e-01, 
5.95879e+01,9.80e-01, 
5.96025e+01,9.60e-01, 
5.96172e+01,9.80e-01, 
5.96318e+01,9.80e-01, 
5.96465e+01,9.80e-01, 
5.96611e+01,9.60e-01, 
5.96758e+01,9.80e-01, 
5.96904e+01,9.80e-01, 
5.97051e+01,9.80e-01, 
5.97197e+01,9.80e-01, 
5.97344e+01,9.80e-01, 
5.97490e+01,9.60e-01, 
5.97637e+01,9.60e-01, 
5.97783e+01,9.60e-01, 
5.97930e+01,9.80e-01, 
5.98076e+01,9.60e-01, 
5.98223e+01,9.80e-01, 
5.98369e+01,9.80e-01, 
5.98516e+01,9.80e-01, 
5.98662e+01,9.60e-01, 
5.98809e+01,9.60e-01, 
5.98955e+01,9.80e-01, 
5.99102e+01,9.60e-01, 
5.99248e+01,9.60e-01, 
5.99395e+01,9.60e-01, 
5.99541e+01,9.60e-01, 
5.99688e+01,9.80e-01, 
5.99834e+01,9.80e-01, 
5.99980e+01,9.60e-01, 
6.00127e+01,9.60e-01, 
6.00273e+01,9.60e-01, 
6.00420e+01,9.80e-01, 
6.00566e+01,9.60e-01, 
6.00713e+01,9.60e-01, 
6.00859e+01,9.60e-01, 
6.01006e+01,9.60e-01, 
6.01152e+01,9.60e-01, 
6.01299e+01,9.60e-01, 
6.01445e+01,9.60e-01, 
6.01592e+01,9.60e-01, 
6.01738e+01,9.60e-01, 
6.01885e+01,9.60e-01, 
6.02031e+01,9.60e-01, 
6.02178e+01,9.60e-01, 
6.02324e+01,9.60e-01, 
6.02471e+01,9.60e-01, 
6.02617e+01,9.60e-01, 
6.02764e+01,9.60e-01, 
6.02910e+01,9.60e-01, 
6.03057e+01,9.60e-01, 
6.03203e+01,9.60e-01, 
6.03350e+01,9.60e-01, 
6.03496e+01,9.60e-01, 
6.03643e+01,9.60e-01, 
6.03789e+01,9.60e-01, 
6.03936e+01,9.60e-01, 
6.04082e+01,9.60e-01, 
6.04229e+01,9.60e-01, 
6.04375e+01,9.60e-01, 
6.04521e+01,9.60e-01, 
6.04668e+01,9.60e-01, 
6.04814e+01,9.60e-01, 
6.04961e+01,9.60e-01, 
6.05107e+01,9.60e-01, 
6.05254e+01,9.60e-01, 
6.05400e+01,9.60e-01, 
6.05547e+01,9.60e-01, 
6.05693e+01,9.60e-01, 
6.05840e+01,9.60e-01, 
6.05986e+01,9.60e-01, 
6.06133e+01,9.60e-01, 
6.06279e+01,9.60e-01, 
6.06426e+01,9.60e-01, 
6.06572e+01,9.60e-01, 
6.06719e+01,9.60e-01, 
6.06865e+01,9.60e-01, 
6.07012e+01,9.60e-01, 
6.07158e+01,9.60e-01, 
6.07305e+01,9.60e-01, 
6.07451e+01,9.60e-01, 
6.07598e+01,9.60e-01, 
6.07744e+01,9.60e-01, 
6.07891e+01,9.60e-01, 
6.08037e+01,9.60e-01, 
6.08184e+01,9.60e-01, 
6.08330e+01,9.60e-01, 
6.08477e+01,9.60e-01, 
6.08623e+01,9.60e-01, 
6.08770e+01,9.60e-01, 
6.08916e+01,9.60e-01, 
6.09063e+01,9.60e-01, 
6.09209e+01,9.60e-01, 
6.09355e+01,9.60e-01, 
6.09502e+01,9.40e-01, 
6.09648e+01,9.40e-01, 
6.09795e+01,9.60e-01, 
6.09941e+01,9.60e-01, 
6.10088e+01,9.60e-01, 
6.10234e+01,9.60e-01, 
6.10381e+01,9.60e-01, 
6.10527e+01,9.60e-01, 
6.10674e+01,9.60e-01, 
6.10820e+01,9.60e-01, 
6.10967e+01,9.60e-01, 
6.11113e+01,9.60e-01, 
6.11260e+01,9.40e-01, 
6.11406e+01,9.40e-01, 
6.11553e+01,9.40e-01, 
6.11699e+01,9.60e-01, 
6.11846e+01,9.60e-01, 
6.11992e+01,9.40e-01, 
6.12139e+01,9.60e-01, 
6.12285e+01,9.60e-01, 
6.12432e+01,9.60e-01, 
6.12578e+01,9.60e-01, 
6.12725e+01,9.60e-01, 
6.12871e+01,9.40e-01, 
6.13018e+01,9.40e-01, 
6.13164e+01,9.40e-01, 
6.13311e+01,9.40e-01, 
6.13457e+01,9.40e-01, 
6.13604e+01,9.40e-01, 
6.13750e+01,9.40e-01, 
6.13896e+01,9.40e-01, 
6.14043e+01,9.40e-01, 
6.14189e+01,9.40e-01, 
6.14336e+01,9.60e-01, 
6.14482e+01,9.40e-01, 
6.14629e+01,9.40e-01, 
6.14775e+01,9.60e-01, 
6.14922e+01,9.40e-01, 
6.15068e+01,9.40e-01, 
6.15215e+01,9.40e-01, 
6.15361e+01,9.40e-01, 
6.15508e+01,9.40e-01, 
6.15654e+01,9.40e-01, 
6.15801e+01,9.40e-01, 
6.15947e+01,9.40e-01, 
6.16094e+01,9.40e-01, 
6.16240e+01,9.40e-01, 
6.16387e+01,9.40e-01, 
6.16533e+01,9.40e-01, 
6.16680e+01,9.40e-01, 
6.16826e+01,9.20e-01, 
6.16973e+01,9.40e-01, 
6.17119e+01,9.20e-01, 
6.17266e+01,9.20e-01, 
6.17412e+01,9.40e-01, 
6.17559e+01,9.40e-01, 
6.17705e+01,9.60e-01, 
6.17852e+01,9.40e-01, 
6.17998e+01,9.20e-01, 
6.18145e+01,9.20e-01, 
6.18291e+01,9.20e-01, 
6.18438e+01,9.40e-01, 
6.18584e+01,9.40e-01, 
6.18730e+01,9.40e-01, 
6.18877e+01,9.20e-01, 
6.19023e+01,9.40e-01, 
6.19170e+01,9.00e-01, 
6.19316e+01,9.60e-01, 
6.19463e+01,9.40e-01, 
6.19609e+01,9.40e-01, 
6.19756e+01,9.20e-01, 
6.19902e+01,9.40e-01, 
6.20049e+01,9.20e-01, 
6.20195e+01,9.40e-01, 
6.20342e+01,9.20e-01, 
6.20488e+01,9.20e-01, 
6.20635e+01,9.20e-01, 
6.20781e+01,9.20e-01, 
6.20928e+01,9.40e-01, 
6.21074e+01,9.20e-01, 
6.21221e+01,9.20e-01, 
6.21367e+01,9.20e-01, 
6.21514e+01,9.20e-01, 
6.21660e+01,9.20e-01, 
6.21807e+01,9.20e-01, 
6.21953e+01,9.40e-01, 
6.22100e+01,9.20e-01, 
6.22246e+01,9.20e-01, 
6.22393e+01,9.20e-01, 
6.22539e+01,9.20e-01, 
6.22686e+01,9.40e-01, 
6.22832e+01,9.20e-01, 
6.22979e+01,9.00e-01, 
6.23125e+01,9.20e-01, 
6.23271e+01,9.20e-01, 
6.23418e+01,9.40e-01, 
6.23564e+01,9.20e-01, 
6.23711e+01,9.20e-01, 
6.23857e+01,9.40e-01, 
6.24004e+01,9.20e-01, 
6.24150e+01,9.20e-01, 
6.24297e+01,9.20e-01, 
6.24443e+01,9.40e-01, 
6.24590e+01,9.20e-01, 
6.24736e+01,9.00e-01, 
6.24883e+01,9.20e-01, 
6.25029e+01,9.20e-01, 
6.25176e+01,9.20e-01, 
6.25322e+01,9.20e-01, 
6.25469e+01,9.20e-01, 
6.25615e+01,9.00e-01, 
6.25762e+01,9.20e-01, 
6.25908e+01,9.00e-01, 
6.26055e+01,9.00e-01, 
6.26201e+01,9.00e-01, 
6.26348e+01,9.00e-01, 
6.26494e+01,9.20e-01, 
6.26641e+01,9.20e-01, 
6.26787e+01,9.00e-01, 
6.26934e+01,9.00e-01, 
6.27080e+01,9.00e-01, 
6.27227e+01,9.00e-01, 
6.27373e+01,9.20e-01, 
6.27520e+01,9.00e-01, 
6.27666e+01,9.00e-01, 
6.27813e+01,9.00e-01, 
6.27959e+01,9.00e-01, 
6.28105e+01,9.00e-01, 
6.28252e+01,9.00e-01, 
6.28398e+01,9.00e-01, 
6.28545e+01,9.00e-01, 
6.28691e+01,9.00e-01, 
6.28838e+01,9.00e-01, 
6.28984e+01,9.00e-01, 
6.29131e+01,9.00e-01, 
6.29277e+01,9.00e-01, 
6.29424e+01,9.00e-01, 
6.29570e+01,9.00e-01, 
6.29717e+01,9.00e-01, 
6.29863e+01,9.00e-01, 
6.30010e+01,9.00e-01, 
6.30156e+01,9.00e-01, 
6.30303e+01,9.00e-01, 
6.30449e+01,9.00e-01, 
6.30596e+01,9.20e-01, 
6.30742e+01,9.00e-01, 
6.30889e+01,9.00e-01, 
6.31035e+01,9.00e-01, 
6.31182e+01,9.00e-01, 
6.31328e+01,9.00e-01, 
6.31475e+01,9.00e-01, 
6.31621e+01,9.00e-01, 
6.31768e+01,9.00e-01, 
6.31914e+01,9.00e-01, 
6.32061e+01,9.00e-01, 
6.32207e+01,9.00e-01, 
6.32354e+01,9.00e-01, 
6.32500e+01,9.00e-01, 
6.32646e+01,9.00e-01, 
